HHID,HHID_old,resp_iid,spouse_iid,muslim,age_2018,sex,New_edu,wealth_total,CropFailRecent,RiverErodeRecent,KinDispRecent,BusLossRecent,NeighDispRecent,UnemployRecent,NatDisRecent,SmDebtRecent,LgDebtRecent,SickSelfRecent,SickFamRecent,netsize,mutual,mutual_prop,long,long_prop,local,local_prop,support_in,support_in_prop,support_out,support_out_prop,
HH461,HHQ461,IND3493,HUS118,1,31,0,5,60545,0,0,1,1,1,0,0,1,1,0,0,10,3,0.3,0,0,6,0.6,5,0.5,3,0.3,
HH462,HHQ462,IND3504,#N/A,1,30,0,8,186300,0,0,0,0,0,0,0,0,1,0,1,12,4,0.333333333,1,0.083333333,5,0.416666667,7,0.583333333,5,0.416666667,
HH463,HHQ463,IND3506,HUS256,1,45,0,0,127675,1,0,1,0,1,0,0,0,1,0,1,17,5,0.294117647,2,0.117647059,10,0.588235294,10,0.588235294,6,0.352941176,
HH464,HHQ464,IND3512,HUS310,0,49,0,0,115137,0,1,1,0,1,0,0,1,0,0,0,10,3,0.3,1,0.1,7,0.7,4,0.4,4,0.4,
HH465,HHQ465,IND3525,HUS291,1,50,0,5,320200,1,0,0,0,1,0,0,0,0,0,0,10,4,0.4,1,0.1,8,0.8,5,0.5,4,0.4,
HH466,HHQ466,IND3530,HUS433,1,59,0,0,128925,1,0,0,0,1,0,0,0,1,1,1,10,2,0.2,0,0,6,0.6,5,0.5,3,0.3,
HH467,HHQ467,IND3546,#N/A,1,58,0,5,318365,1,0,0,0,1,0,0,0,0,0,0,15,3,0.2,1,0.066666667,9,0.6,7,0.466666667,5,0.333333333,
HH468,HHQ468,IND3553,HUS270,1,50,0,7,388250,1,0,0,0,0,0,0,0,1,0,0,14,6,0.428571429,3,0.214285714,7,0.5,10,0.714285714,7,0.5,
HH469,HHQ469,IND3554,HUS124,1,47,0,5,235150,0,0,0,0,0,0,0,1,1,1,0,17,1,0.058823529,2,0.117647059,12,0.705882353,6,0.352941176,4,0.235294118,
HH470,HHQ470,IND3559,HUS193,0,28,0,5,123775,1,0,0,0,0,1,0,0,1,1,1,14,3,0.214285714,8,0.571428571,4,0.285714286,6,0.428571429,4,0.285714286,
HH471,HHQ471,IND3563,HUS278,1,37,0,4,119725,0,0,0,0,0,0,0,1,1,1,1,11,2,0.181818182,0,0,7,0.636363636,7,0.636363636,4,0.363636364,
HH472,HHQ472,IND3568,HUS253,1,45,0,0,282810,0,1,0,0,0,0,0,0,0,0,0,10,2,0.2,0,0,6,0.6,5,0.5,2,0.2,
HH473,HHQ473,IND3576,HUS045,1,44,0,5,207550,1,0,0,0,0,0,0,0,1,1,1,10,1,0.1,0,0,8,0.8,4,0.4,4,0.4,
HH474,HHQ474,IND3579,#N/A,1,57,0,0,152400,1,0,1,0,1,1,0,1,1,0,1,9,2,0.222222222,0,0,8,0.888888889,5,0.555555556,3,0.333333333,
HH475,HHQ475,IND3591,#N/A,1,60,0,0,116950,0,0,0,0,0,0,0,0,0,1,1,13,1,0.076923077,2,0.153846154,6,0.461538462,7,0.538461538,1,0.076923077,
HH476,HHQ476,IND3594,HUS395,0,36,0,0,123910,0,0,0,0,0,0,0,1,1,0,0,8,2,0.25,0,0,5,0.625,6,0.75,2,0.25,
HH477,HHQ477,IND3602,HUS401,1,63,0,0,396215,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,7,0.7,3,0.3,1,0.1,
HH478,HHQ478,IND3607,HUS319,1,68,0,5,231400,1,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,9,0.75,0,0,1,0.083333333,
HH479,HHQ479,IND3615,HUS444,1,39,0,0,29570,0,0,0,0,0,0,0,0,0,0,1,7,3,0.428571429,0,0,5,0.714285714,3,0.428571429,3,0.428571429,
HH480,HHQ480,IND3620,HUS154,1,60,0,7,150500,0,0,0,0,0,1,0,1,1,0,1,13,2,0.153846154,0,0,9,0.692307692,4,0.307692308,4,0.307692308,
HH481,HHQ481,IND3634,#N/A,1,54,0,3,150425,0,0,0,0,0,0,0,1,1,0,0,7,4,0.571428571,1,0.142857143,4,0.571428571,5,0.714285714,4,0.571428571,
HH482,HHQ482,IND3636,#N/A,1,62,0,2,251350,0,0,0,0,0,0,0,0,0,1,1,9,1,0.111111111,2,0.222222222,5,0.555555556,1,0.111111111,1,0.111111111,
HH483,HHQ483,IND3649,#N/A,1,62,0,0,282875,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0.666666667,2,0.333333333,1,0.166666667,
HH484,HHQ484,IND3656,HUS087,1,57,0,0,189195,0,0,0,1,1,1,0,1,1,1,1,9,7,0.777777778,1,0.111111111,6,0.666666667,7,0.777777778,7,0.777777778,
HH485,HHQ485,IND3661,HUS375,1,30,0,12,401065,1,0,0,0,0,1,1,0,1,0,0,7,0,0,0,0,5,0.714285714,0,0,3,0.428571429,
HH486,HHQ486,IND3668,HUS206,1,32,0,2,244845,0,0,0,0,1,0,0,0,1,0,0,11,2,0.181818182,0,0,8,0.727272727,7,0.636363636,6,0.545454545,
HH487,HHQ487,IND3678,HUS300,1,48,0,0,69110,0,0,0,0,0,1,0,0,1,1,1,6,1,0.166666667,0,0,4,0.666666667,2,0.333333333,2,0.333333333,
HH488,HHQ488,IND3683,#N/A,1,68,0,0,252700,0,0,0,0,0,1,0,0,1,1,1,7,2,0.285714286,1,0.142857143,6,0.857142857,3,0.428571429,2,0.285714286,
HH489,HHQ489,IND3698,HUS492,0,50,0,5,632925,0,0,0,0,0,1,0,0,1,1,0,8,1,0.125,0,0,6,0.75,4,0.5,1,0.125,
HH490,HHQ490,IND3703,#N/A,1,47,0,0,141455,1,0,0,0,0,0,0,0,0,1,0,16,5,0.3125,5,0.3125,7,0.4375,9,0.5625,6,0.375,
HH491,HHQ491,IND3715,#N/A,1,58,0,1,203725,1,0,0,0,1,0,0,1,1,0,1,7,4,0.571428571,1,0.142857143,4,0.571428571,5,0.714285714,4,0.571428571,
HH492,HHQ492,IND3717,HUS408,1,52,0,0,60201,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,7,0.583333333,6,0.5,0,0,
HH493,HHQ493,IND3730,HUS306,1,68,0,5,213625,1,0,0,0,0,1,1,1,1,1,1,8,0,0,0,0,6,0.75,5,0.625,1,0.125,
HH494,HHQ494,IND3740,#N/A,1,45,0,8,250475,0,0,0,0,0,0,0,1,1,0,1,12,2,0.166666667,0,0,10,0.833333333,6,0.5,3,0.25,
HH495,HHQ495,IND3746,HUS117,1,38,0,9,117220,0,0,1,0,0,1,0,1,1,1,0,9,2,0.222222222,0,0,7,0.777777778,5,0.555555556,3,0.333333333,
HH496,HHQ496,IND3749,HUS308,0,40,0,10,380200,0,0,1,1,1,0,0,0,0,0,1,7,3,0.428571429,1,0.142857143,5,0.714285714,3,0.428571429,4,0.571428571,
HH497,HHQ497,IND3751,HUS215,1,48,0,9,377000,0,0,0,1,0,0,0,0,1,0,1,9,4,0.444444444,0,0,7,0.777777778,5,0.555555556,6,0.666666667,
HH498,HHQ498,IND3761,HUS056,1,60,0,0,389385,1,0,1,0,1,1,0,1,1,1,0,13,3,0.230769231,0,0,7,0.538461538,7,0.538461538,3,0.230769231,
HH499,HHQ499,IND3774,HUS149,1,34,0,5,108762,0,0,0,0,0,0,0,0,1,0,0,10,2,0.2,0,0,5,0.5,6,0.6,4,0.4,
HH500,HHQ500,IND3782,HUS383,1,54,0,7,199290,0,0,0,1,0,0,0,0,1,1,1,12,3,0.25,0,0,10,0.833333333,6,0.5,4,0.333333333,
HH501,HHQ501,IND3789,HUS399,1,36,0,5,88000,0,0,0,0,0,0,0,0,1,0,1,17,3,0.176470588,1,0.058823529,10,0.588235294,10,0.588235294,3,0.176470588,
HH502,HHQ502,IND3794,#N/A,1,32,0,8,72320,0,0,0,0,0,0,0,0,0,1,0,8,1,0.125,1,0.125,6,0.75,3,0.375,3,0.375,
HH503,HHQ503,IND3806,#N/A,1,66,0,0,103175,0,0,1,1,1,1,0,1,1,1,0,11,2,0.181818182,0,0,9,0.818181818,5,0.454545455,2,0.181818182,
HH504,HHQ504,IND3810,HUS214,1,30,0,5,542420,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0.142857143,6,0.857142857,1,0.142857143,0,0,
HH505,HHQ505,IND3817,HUS205,0,51,0,0,161675,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,6,0.75,6,0.75,1,0.125,
HH506,HHQ506,IND3825,#N/A,0,59,0,0,185650,0,0,0,0,1,0,0,0,0,0,0,7,3,0.428571429,0,0,6,0.857142857,3,0.428571429,4,0.571428571,
HH507,HHQ507,IND3832,HUS366,1,62,0,7,402050,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,9,0.75,3,0.25,1,0.083333333,
HH508,HHQ508,IND3836,HUS430,1,48,0,0,117525,0,0,0,0,0,0,0,0,1,1,1,8,2,0.25,0,0,5,0.625,3,0.375,4,0.5,
HH509,HHQ509,IND3846,HUS108,1,67,0,0,87120,0,0,1,1,1,1,0,1,1,1,1,12,5,0.416666667,0,0,9,0.75,7,0.583333333,6,0.5,
HH510,HHQ510,IND3855,HUS210,0,36,0,3,65780,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,3,0.75,2,0.5,0,0,
HH511,HHQ511,IND3863,HUS398,1,28,0,15,413775,0,0,0,0,0,0,0,0,1,1,1,8,1,0.125,4,0.5,2,0.25,1,0.125,4,0.5,
HH512,HHQ512,IND3864,HUS240,1,45,0,5,149930,0,0,0,0,1,0,0,0,1,0,0,10,6,0.6,0,0,7,0.7,7,0.7,6,0.6,
HH513,HHQ513,IND3876,HUS303,0,58,0,8,363950,0,0,0,0,0,0,0,0,0,0,0,7,1,0.142857143,1,0.142857143,5,0.714285714,4,0.571428571,2,0.285714286,
HH514,HHQ514,IND3881,HUS176,1,61,0,0,127975,1,0,0,0,0,0,0,0,0,1,1,7,1,0.142857143,2,0.285714286,4,0.571428571,3,0.428571429,2,0.285714286,
HH515,HHQ515,IND3886,HUS046,1,48,0,1,155895,1,0,0,0,1,0,0,1,1,1,1,11,5,0.454545455,5,0.454545455,3,0.272727273,7,0.636363636,5,0.454545455,
HH516,HHQ516,IND3894,HUS469,1,65,0,1,252790,0,0,0,1,0,0,0,0,0,1,0,13,3,0.230769231,2,0.153846154,8,0.615384615,5,0.384615385,7,0.538461538,
HH517,HHQ517,IND3902,#N/A,1,48,0,0,321225,0,0,0,0,0,0,0,1,1,0,0,10,2,0.2,0,0,8,0.8,4,0.4,4,0.4,
HH518,HHQ518,IND3913,HUS266,1,46,0,12,220240,0,0,0,0,0,0,0,0,0,1,0,9,1,0.111111111,0,0,7,0.777777778,3,0.333333333,4,0.444444444,
HH519,HHQ519,IND3920,HUS418,0,48,0,9,326625,0,0,0,0,0,0,0,1,1,1,1,9,4,0.444444444,0,0,8,0.888888889,8,0.888888889,4,0.444444444,
HH520,HHQ520,IND3926,HUS126,1,30,0,5,274425,0,0,0,0,0,0,0,0,0,0,1,10,1,0.1,1,0.1,5,0.5,3,0.3,3,0.3,
HH521,HHQ521,IND3928,HUS499,1,50,0,2,136250,0,0,0,0,0,1,0,1,0,1,0,7,1,0.142857143,2,0.285714286,4,0.571428571,6,0.857142857,1,0.142857143,
HH522,HHQ522,IND3943,HUS495,1,49,0,5,375415,1,0,0,1,0,0,0,1,1,1,1,11,2,0.181818182,2,0.181818182,7,0.636363636,6,0.545454545,6,0.545454545,
HH523,HHQ523,IND3945,#N/A,1,54,0,3,175395,0,0,1,0,0,0,0,0,1,1,0,11,3,0.272727273,2,0.181818182,6,0.545454545,6,0.545454545,4,0.363636364,
HH524,HHQ524,IND3951,HUS184,1,62,0,2,313425,1,0,0,0,0,0,0,0,1,1,0,8,3,0.375,2,0.25,5,0.625,6,0.75,3,0.375,
HH525,HHQ525,IND3957,#N/A,1,72,0,0,72100,0,0,0,0,0,1,0,0,0,1,1,6,0,0,0,0,5,0.833333333,3,0.5,2,0.333333333,
HH526,HHQ526,IND3967,#N/A,1,48,0,0,111650,0,0,1,0,1,1,0,1,1,0,1,9,2,0.222222222,0,0,7,0.777777778,3,0.333333333,4,0.444444444,
HH527,HHQ527,IND3976,HUS023,1,33,0,10,328000,0,0,1,0,0,0,0,0,1,1,1,9,4,0.444444444,2,0.222222222,5,0.555555556,5,0.555555556,4,0.444444444,
HH528,HHQ528,IND3979,HUS125,1,63,0,0,181300,0,0,0,0,0,1,0,1,1,1,0,5,2,0.4,2,0.4,3,0.6,5,1,2,0.4,
HH529,HHQ529,IND3991,#N/A,1,43,0,9,207335,0,0,1,0,0,0,0,1,1,0,1,11,6,0.545454545,3,0.272727273,6,0.545454545,8,0.727272727,7,0.636363636,
HH530,HHQ530,IND4006,HUS393,1,68,0,0,354630,1,0,0,0,0,0,0,0,0,1,0,11,2,0.181818182,2,0.181818182,6,0.545454545,4,0.363636364,3,0.272727273,
HH531,HHQ531,IND4014,#N/A,1,30,0,7,487150,0,0,0,0,0,0,0,0,0,0,1,13,5,0.384615385,1,0.076923077,7,0.538461538,5,0.384615385,9,0.692307692,
HH532,HHQ532,IND4019,HUS330,1,46,0,0,83860,0,0,0,0,1,1,0,1,1,0,1,9,4,0.444444444,0,0,7,0.777777778,6,0.666666667,4,0.444444444,
HH533,HHQ533,IND4021,HUS457,1,43,0,10,84700,0,0,1,0,1,0,0,0,0,1,1,8,2,0.25,0,0,6,0.75,4,0.5,3,0.375,
HH534,HHQ534,IND4030,HUS426,1,48,0,5,461300,0,0,0,0,0,0,0,0,1,0,0,20,2,0.1,1,0.05,15,0.75,7,0.35,4,0.2,
HH535,HHQ535,IND4041,HUS114,1,69,0,0,244240,0,0,0,0,0,0,0,0,0,1,0,7,2,0.285714286,2,0.285714286,5,0.714285714,4,0.571428571,2,0.285714286,
HH536,HHQ536,IND4046,#N/A,1,76,0,0,85480,0,0,0,0,0,0,0,0,0,0,0,7,1,0.142857143,0,0,3,0.428571429,1,0.142857143,1,0.142857143,
HH537,HHQ537,IND4053,#N/A,1,58,0,0,421050,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0.285714286,3,0.428571429,1,0.142857143,
HH538,HHQ538,IND4056,HUS011,0,36,0,1,309645,0,0,0,1,1,0,0,0,1,1,1,12,4,0.333333333,1,0.083333333,8,0.666666667,8,0.666666667,4,0.333333333,
HH539,HHQ539,IND4061,HUS143,1,38,0,5,50710,1,0,0,1,0,0,0,0,1,1,1,7,4,0.571428571,1,0.142857143,5,0.714285714,5,0.714285714,4,0.571428571,
HH540,HHQ540,IND4066,HUS369,1,36,0,7,318100,0,0,1,0,1,0,0,0,1,1,0,5,2,0.4,1,0.2,3,0.6,4,0.8,2,0.4,
HH541,HHQ541,IND4074,HUS436,1,28,0,6,183575,1,0,0,0,1,1,0,1,0,1,1,9,5,0.555555556,0,0,8,0.888888889,5,0.555555556,5,0.555555556,
HH542,HHQ542,IND4080,#N/A,1,44,0,5,436400,1,0,0,0,0,0,0,0,1,1,1,11,3,0.272727273,3,0.272727273,7,0.636363636,8,0.727272727,4,0.363636364,
HH543,HHQ543,IND4089,HUS211,1,32,0,8,564950,0,0,0,0,0,1,0,0,0,0,0,10,3,0.3,0,0,7,0.7,5,0.5,4,0.4,
HH544,HHQ544,IND4103,#N/A,1,60,0,0,227290,1,0,1,0,0,0,0,0,0,1,0,22,2,0.090909091,2,0.090909091,14,0.636363636,3,0.136363636,7,0.318181818,
HH545,HHQ545,IND4110,#N/A,1,88,0,5,648525,0,0,0,1,0,0,0,0,0,0,1,10,3,0.3,3,0.3,6,0.6,3,0.3,8,0.8,
HH546,HHQ546,IND4125,HUS262,1,48,0,9,499275,0,0,0,0,0,0,0,0,0,0,1,9,1,0.111111111,1,0.111111111,7,0.777777778,3,0.333333333,5,0.555555556,
HH547,HHQ547,IND4127,HUS245,0,48,0,10,168550,0,0,0,0,1,0,0,0,0,1,0,11,3,0.272727273,3,0.272727273,7,0.636363636,7,0.636363636,3,0.272727273,
HH548,HHQ548,IND4133,HUS250,1,34,0,9,113475,0,0,0,0,0,0,0,0,1,0,1,11,3,0.272727273,1,0.090909091,7,0.636363636,6,0.545454545,4,0.363636364,
HH549,HHQ549,IND4140,HUS254,1,44,0,1,144175,0,0,0,0,1,1,0,1,1,1,1,5,2,0.4,0,0,5,1,4,0.8,2,0.4,
HH550,HHQ550,IND4151,#N/A,1,56,0,1,106580,0,0,0,0,0,0,0,0,1,1,0,12,3,0.25,1,0.083333333,6,0.5,7,0.583333333,4,0.333333333,
HH551,HHQ551,IND4157,HUS099,0,42,0,9,62439,0,0,0,0,0,0,0,1,1,1,1,7,2,0.285714286,1,0.142857143,5,0.714285714,3,0.428571429,2,0.285714286,
HH552,HHQ552,IND4164,HUS173,1,52,0,0,207925,0,0,0,0,0,0,0,0,0,0,1,16,4,0.25,1,0.0625,12,0.75,7,0.4375,5,0.3125,
HH553,HHQ553,IND4169,HUS102,0,36,0,4,243425,0,0,0,0,0,0,0,1,1,0,1,14,3,0.214285714,4,0.285714286,10,0.714285714,9,0.642857143,4,0.285714286,
HH554,HHQ554,IND4175,HUS494,1,38,0,10,429850,0,0,0,1,0,0,0,1,1,0,1,4,1,0.25,0,0,4,1,2,0.5,2,0.5,
HH555,HHQ555,IND4187,HUS017,1,43,0,9,377200,0,0,0,1,1,0,0,0,1,1,1,11,2,0.181818182,2,0.181818182,6,0.545454545,6,0.545454545,5,0.454545455,
HH556,HHQ556,IND4189,HUS409,1,56,0,6,411225,0,0,0,1,0,0,0,0,0,1,1,9,0,0,3,0.333333333,4,0.444444444,3,0.333333333,2,0.222222222,
HH557,HHQ557,IND4194,HUS006,1,33,0,3,239080,0,0,1,0,0,0,0,1,0,1,1,11,2,0.181818182,3,0.272727273,6,0.545454545,6,0.545454545,3,0.272727273,
HH558,HHQ558,IND4202,HUS075,1,60,0,0,393950,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0.2,4,0.8,2,0.4,3,0.6,
HH559,HHQ559,IND4206,HUS009,1,53,0,0,317125,1,0,0,0,0,1,0,1,1,1,0,3,1,0.333333333,0,0,3,1,3,1,1,0.333333333,
HH560,HHQ560,IND4218,HUS192,1,62,0,2,650600,0,0,0,0,0,1,0,0,0,1,1,17,5,0.294117647,2,0.117647059,5,0.294117647,6,0.352941176,6,0.352941176,
HH561,HHQ561,IND4228,#N/A,1,70,0,0,340350,1,0,0,1,1,1,0,1,1,0,1,6,0,0,0,0,5,0.833333333,1,0.166666667,1,0.166666667,
HH562,HHQ562,IND4238,HUS189,1,49,0,8,146625,0,0,0,0,0,0,0,0,0,0,1,13,2,0.153846154,0,0,10,0.769230769,6,0.461538462,2,0.153846154,
HH563,HHQ563,IND4244,HUS248,1,49,0,0,115450,0,0,1,0,1,0,0,1,1,0,0,7,2,0.285714286,3,0.428571429,3,0.428571429,4,0.571428571,3,0.428571429,
HH564,HHQ564,IND4247,#N/A,1,54,0,0,300195,0,1,1,0,1,0,0,1,1,1,0,16,3,0.1875,2,0.125,11,0.6875,9,0.5625,3,0.1875,
HH565,HHQ565,IND4261,HUS396,0,52,0,1,203725,0,0,0,0,0,1,0,1,1,0,1,13,8,0.615384615,0,0,11,0.846153846,8,0.615384615,8,0.615384615,
HH566,HHQ566,IND4263,HUS228,1,46,0,5,116725,0,0,1,0,0,0,0,1,1,0,0,15,0,0,3,0.2,9,0.6,9,0.6,4,0.266666667,
HH567,HHQ567,IND4269,#N/A,1,59,0,5,59355,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,4,0.666666667,2,0.333333333,1,0.166666667,
HH568,HHQ568,IND4277,HUS139,1,30,0,9,187700,0,0,0,1,1,0,0,1,1,0,0,6,2,0.333333333,1,0.166666667,3,0.5,4,0.666666667,2,0.333333333,
HH569,HHQ569,IND4283,#N/A,1,63,0,1,109235,1,0,0,0,0,0,0,1,0,0,1,10,1,0.1,2,0.2,4,0.4,2,0.2,4,0.4,
HH570,HHQ570,IND4293,#N/A,1,39,0,7,196960,0,0,1,0,0,0,0,0,0,1,1,7,2,0.285714286,2,0.285714286,4,0.571428571,4,0.571428571,2,0.285714286,
HH571,HHQ571,IND4307,#N/A,1,70,0,3,410185,1,0,0,1,0,0,0,0,1,1,1,6,0,0,3,0.5,3,0.5,3,0.5,3,0.5,
HH572,HHQ572,IND4317,HUS334,1,56,0,0,196865,0,0,0,0,0,1,0,1,1,1,1,8,6,0.75,2,0.25,6,0.75,8,1,6,0.75,
HH573,HHQ573,IND4328,HUS447,1,34,0,,74255,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,
HH574,HHQ574,IND4334,HUS061,1,58,0,0,267730,1,1,0,0,1,0,0,0,1,1,1,14,1,0.071428571,3,0.214285714,8,0.571428571,7,0.5,6,0.428571429,
HH575,HHQ575,IND4344,HUS281,1,63,0,0,166020,0,0,0,0,0,0,0,0,0,1,0,6,3,0.5,2,0.333333333,4,0.666666667,6,1,3,0.5,
HH576,HHQ576,IND4354,HUS249,1,49,0,0,204400,1,0,0,0,0,0,0,0,1,0,1,10,4,0.4,4,0.4,4,0.4,5,0.5,4,0.4,
HH577,HHQ577,IND4359,#N/A,1,34,0,5,45614,0,0,0,0,0,0,0,0,1,1,0,5,3,0.6,0,0,4,0.8,4,0.8,3,0.6,
HH578,HHQ578,IND4360,#N/A,1,68,0,5,145280,0,0,0,1,0,0,0,0,1,1,1,6,0,0,0,0,5,0.833333333,3,0.5,0,0,
HH579,HHQ579,IND4373,HUS021,1,55,0,0,250625,0,0,0,0,0,0,0,1,1,1,1,7,4,0.571428571,2,0.285714286,3,0.428571429,4,0.571428571,6,0.857142857,
HH580,HHQ580,IND4381,HUS110,1,38,0,7,200025,0,0,0,0,0,0,0,0,0,0,0,10,1,0.1,0,0,6,0.6,2,0.2,4,0.4,
HH581,HHQ581,IND4386,#N/A,1,31,0,7,164550,0,0,0,0,1,0,0,1,1,0,1,12,3,0.25,1,0.083333333,8,0.666666667,6,0.5,7,0.583333333,
HH582,HHQ582,IND4393,HUS362,1,38,0,4,144345,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,7,0.636363636,7,0.636363636,0,0,
HH583,HHQ583,IND4394,#N/A,1,63,0,0,151162,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,10,1,2,0.2,0,0,
HH584,HHQ584,IND4404,HUS342,1,30,0,9,238650,0,0,0,0,0,1,0,0,0,0,1,8,3,0.375,3,0.375,4,0.5,6,0.75,3,0.375,
HH585,HHQ585,IND4406,#N/A,1,32,0,9,120080,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,0,0,3,0.6,3,0.6,3,0.6,
HH586,HHQ586,IND4409,#N/A,1,45,0,8,208045,0,1,0,0,0,0,0,0,1,0,1,18,3,0.166666667,1,0.055555556,12,0.666666667,13,0.722222222,4,0.222222222,
HH587,HHQ587,IND4415,HUS052,1,68,0,0,272350,0,0,0,1,0,1,0,1,1,1,1,9,1,0.111111111,2,0.222222222,5,0.555555556,3,0.333333333,4,0.444444444,
HH588,HHQ588,IND4431,#N/A,1,38,0,12,189800,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,8,0.888888889,3,0.333333333,3,0.333333333,
HH589,HHQ589,IND4433,HUS376,1,35,0,12,157425,1,0,0,0,0,0,0,0,0,1,1,14,0,0,1,0.071428571,8,0.571428571,4,0.285714286,4,0.285714286,
HH590,HHQ590,IND4441,#N/A,1,52,0,0,118760,0,0,0,0,0,1,0,1,1,1,1,20,1,0.05,1,0.05,9,0.45,11,0.55,6,0.3,
HH591,HHQ591,IND4447,HUS473,0,62,0,0,76755,0,0,0,0,0,1,0,0,1,1,1,9,5,0.555555556,0,0,7,0.777777778,5,0.555555556,5,0.555555556,
HH592,HHQ592,IND4452,HUS153,1,50,0,9,416450,1,0,1,0,0,1,0,1,1,0,1,15,2,0.133333333,0,0,11,0.733333333,9,0.6,2,0.133333333,
HH593,HHQ593,IND4458,HUS156,1,36,0,7,223970,0,0,0,0,0,0,0,0,0,0,0,9,4,0.444444444,0,0,4,0.444444444,5,0.555555556,4,0.444444444,
HH594,HHQ594,IND4462,HUS324,1,27,0,5,144550,1,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0.142857143,5,0.714285714,1,0.142857143,1,0.142857143,
HH595,HHQ595,IND4469,#N/A,1,50,0,0,75800,1,0,0,0,0,0,0,0,1,0,0,10,1,0.1,1,0.1,7,0.7,4,0.4,2,0.2,
HH596,HHQ596,IND4474,#N/A,1,32,0,6,169300,0,0,0,0,1,0,0,0,1,1,0,11,2,0.181818182,5,0.454545455,5,0.454545455,5,0.454545455,4,0.363636364,
HH597,HHQ597,IND4480,HUS313,1,62,0,0,248085,0,0,0,0,0,0,0,0,0,1,0,9,1,0.111111111,1,0.111111111,6,0.666666667,3,0.333333333,3,0.333333333,
HH598,HHQ598,IND4482,HUS148,1,51,0,0,115400,0,0,0,0,1,1,0,1,1,1,0,12,0,0,0,0,9,0.75,5,0.416666667,1,0.083333333,
HH599,HHQ599,IND4493,HUS220,1,68,0,0,175825,1,0,0,0,0,1,0,1,1,1,1,11,1,0.090909091,2,0.181818182,7,0.636363636,5,0.454545455,4,0.363636364,
HH600,HHQ600,IND4499,#N/A,1,50,0,8,101430,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0.8,3,0.6,0,0,
HH601,HHQ601,IND4505,HUS069,0,72,0,0,139850,0,0,1,0,1,1,0,1,1,1,0,11,1,0.090909091,0,0,9,0.818181818,3,0.272727273,3,0.272727273,
HH602,HHQ602,IND4513,#N/A,1,33,0,8,253225,0,0,0,0,1,0,0,0,0,1,1,13,1,0.076923077,1,0.076923077,12,0.923076923,5,0.384615385,5,0.384615385,
HH603,HHQ603,IND4522,HUS199,1,40,0,8,96005,0,0,0,0,0,0,0,1,1,1,1,10,0,0,0,0,8,0.8,4,0.4,1,0.1,
HH604,HHQ604,IND4526,HUS343,0,62,0,0,161900,0,0,0,0,1,0,0,1,1,1,0,10,3,0.3,0,0,5,0.5,6,0.6,3,0.3,
HH605,HHQ605,IND4540,#N/A,1,65,0,6,420900,0,0,0,1,0,1,0,0,1,1,1,5,2,0.4,0,0,1,0.2,2,0.4,3,0.6,
HH606,HHQ606,IND4550,HUS223,1,47,0,14,694425,0,0,0,1,0,0,0,0,0,0,1,18,1,0.055555556,1,0.055555556,15,0.833333333,4,0.222222222,9,0.5,
HH607,HHQ607,IND4553,HUS332,1,44,0,5,225845,1,0,0,0,0,0,1,0,1,1,1,15,3,0.2,1,0.066666667,11,0.733333333,5,0.333333333,5,0.333333333,
HH608,HHQ608,IND4561,#N/A,0,59,0,0,120930,0,0,0,0,0,0,1,0,1,0,0,7,4,0.571428571,0,0,5,0.714285714,5,0.714285714,4,0.571428571,
HH609,HHQ609,IND4569,#N/A,1,30,0,10,436100,0,0,0,1,0,0,0,0,1,1,1,13,2,0.153846154,3,0.230769231,6,0.461538462,5,0.384615385,4,0.307692308,
HH610,HHQ610,IND4584,HUS163,1,64,0,0,424280,1,0,0,0,0,0,1,0,1,1,0,5,2,0.4,0,0,5,1,4,0.8,2,0.4,
HH611,HHQ611,IND4595,HUS057,0,59,0,0,137860,0,0,0,1,0,0,0,0,0,1,0,8,4,0.5,1,0.125,6,0.75,6,0.75,4,0.5,
HH612,HHQ612,IND4601,#N/A,1,31,0,5,123660,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,6,0.857142857,5,0.714285714,1,0.142857143,
HH613,HHQ613,IND4603,HUS453,1,37,0,2,141465,0,0,0,0,0,0,0,1,1,0,1,12,0,0,0,0,8,0.666666667,7,0.583333333,0,0,
