HHID,HHID_old,resp_iid,spouse_iid,muslim,age_2018,sex,New_edu,wealth_total,CropFailRecent,RiverErodeRecent,KinDispRecent,BusLossRecent,NeighDispRecent,UnemployRecent,NatDisRecent,SmDebtRecent,LgDebtRecent,SickSelfRecent,SickFamRecent,netsize,mutual,mutual_prop,long,long_prop,local,local_prop,support_in,support_in_prop,support_out,support_out_prop,
HH001,HHQ001,IND0002,#N/A,1,65,0,0,652800,0,0,0,0,0,0,0,0,0,1,1,8,2,0.25,2,0.25,2,0.25,2,0.25,2,0.25,
HH002,HHQ002,IND0012,#N/A,1,64,0,0,215400,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,
HH003,HHQ003,IND0024,HUS039,1,54,0,5,353000,0,0,0,0,1,0,0,0,0,1,1,9,3,0.333333333,2,0.222222222,4,0.444444444,4,0.444444444,6,0.666666667,
HH004,HHQ004,IND0028,HUS178,0,31,0,9,149225,0,0,1,0,1,1,0,0,0,0,1,14,3,0.214285714,0,0,11,0.785714286,5,0.357142857,6,0.428571429,
HH005,HHQ005,IND0034,HUS237,0,53,0,1,319820,0,0,0,1,0,0,1,1,1,0,0,11,3,0.272727273,2,0.181818182,6,0.545454545,7,0.636363636,4,0.363636364,
HH006,HHQ006,IND0038,HUS351,1,53,0,1,231025,0,0,0,1,0,1,0,0,0,1,1,11,3,0.272727273,3,0.272727273,5,0.454545455,3,0.272727273,5,0.454545455,
HH007,HHQ007,IND0047,HUS197,1,46,0,4,96900,1,0,0,0,0,1,0,0,1,0,1,8,4,0.5,0,0,6,0.75,5,0.625,4,0.5,
HH008,HHQ008,IND0055,#N/A,0,60,0,4,173725,0,0,0,1,0,1,0,1,1,1,0,5,0,0,0,0,4,0.8,2,0.4,0,0,
HH009,HHQ009,IND0065,HUS326,1,55,0,2,559075,0,0,0,0,0,1,0,0,0,1,1,7,1,0.142857143,0,0,6,0.857142857,3,0.428571429,4,0.571428571,
HH010,HHQ010,IND0069,#N/A,1,62,0,0,160420,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,0,0,4,1,3,0.75,2,0.5,
HH011,HHQ011,IND0081,HUS298,1,62,0,5,298575,1,0,1,0,0,1,0,1,0,0,1,17,2,0.117647059,1,0.058823529,11,0.647058824,2,0.117647059,4,0.235294118,
HH012,HHQ012,IND0085,#N/A,1,41,0,5,106410,0,0,0,0,0,0,0,0,1,1,1,11,2,0.181818182,0,0,10,0.909090909,5,0.454545455,3,0.272727273,
HH013,HHQ013,IND0095,#N/A,1,53,0,5,130965,0,0,0,0,0,0,1,1,1,1,1,10,4,0.4,2,0.2,5,0.5,7,0.7,4,0.4,
HH014,HHQ014,IND0100,HUS357,1,46,0,7,329850,0,0,0,1,0,0,0,0,0,1,1,9,1,0.111111111,1,0.111111111,7,0.777777778,4,0.444444444,3,0.333333333,
HH015,HHQ015,IND0103,HUS134,1,44,0,1,165070,0,0,0,0,0,0,0,0,1,0,1,10,2,0.2,0,0,5,0.5,7,0.7,3,0.3,
HH016,HHQ016,IND0111,HUS412,1,49,0,12,458140,1,0,0,1,0,0,0,0,1,1,1,12,2,0.166666667,3,0.25,6,0.5,6,0.5,4,0.333333333,
HH017,HHQ017,IND0117,HUS132,1,38,0,10,132820,0,0,0,0,0,0,0,0,1,0,1,5,1,0.2,1,0.2,4,0.8,2,0.4,2,0.4,
HH018,HHQ018,IND0129,HUS065,1,67,0,0,303825,1,0,1,1,0,0,1,0,1,0,1,9,3,0.333333333,1,0.111111111,6,0.666666667,6,0.666666667,4,0.444444444,
HH019,HHQ019,IND0139,#N/A,1,67,0,5,359195,0,0,0,0,0,1,0,0,1,0,1,9,4,0.444444444,3,0.333333333,3,0.333333333,6,0.666666667,4,0.444444444,
HH020,HHQ020,IND0143,HUS082,1,41,0,5,319450,0,0,0,0,1,1,1,1,1,0,1,8,3,0.375,1,0.125,7,0.875,7,0.875,4,0.5,
HH021,HHQ021,IND0149,HUS297,0,58,0,5,168500,1,0,0,0,0,0,1,1,1,1,0,8,4,0.5,1,0.125,5,0.625,6,0.75,4,0.5,
HH022,HHQ022,IND0156,HUS340,1,42,0,8,54780,0,0,0,0,0,0,0,0,1,0,1,8,2,0.25,0,0,6,0.75,3,0.375,5,0.625,
HH023,HHQ023,IND0162,#N/A,1,57,0,0,429050,0,0,0,0,0,0,0,1,0,0,0,7,3,0.428571429,1,0.142857143,4,0.571428571,3,0.428571429,3,0.428571429,
HH024,HHQ024,IND0171,HUS236,1,38,0,9,200500,0,0,0,1,0,1,0,0,1,1,1,13,0,0,0,0,5,0.384615385,8,0.615384615,0,0,
HH025,HHQ025,IND0175,#N/A,1,46,0,9,291200,0,0,0,0,1,1,0,1,1,1,1,11,5,0.454545455,2,0.181818182,6,0.545454545,7,0.636363636,5,0.454545455,
HH026,HHQ026,IND0184,HUS335,1,55,0,0,231675,1,0,0,0,0,0,0,0,1,1,1,10,0,0,0,0,8,0.8,7,0.7,0,0,
HH027,HHQ027,IND0192,HUS448,1,51,0,9,237250,0,0,0,0,0,0,0,1,1,0,1,12,5,0.416666667,2,0.166666667,7,0.583333333,9,0.75,5,0.416666667,
HH028,HHQ028,IND0195,HUS382,1,38,0,9,221740,1,1,0,0,0,0,0,0,1,1,0,11,0,0,2,0.181818182,4,0.363636364,3,0.272727273,2,0.181818182,
HH029,HHQ029,IND0200,HUS385,1,59,0,0,352975,1,0,0,0,0,1,0,0,0,0,0,11,3,0.272727273,0,0,9,0.818181818,3,0.272727273,5,0.454545455,
HH030,HHQ030,IND0214,#N/A,1,58,0,1,87980,0,0,0,0,0,0,0,0,1,1,0,8,4,0.5,2,0.25,5,0.625,4,0.5,6,0.75,
HH031,HHQ031,IND0221,#N/A,1,32,0,5,307100,0,0,0,0,0,0,0,0,1,0,1,11,1,0.090909091,2,0.181818182,6,0.545454545,7,0.636363636,1,0.090909091,
HH032,HHQ032,IND0224,#N/A,1,52,0,0,255950,1,0,1,0,0,0,0,1,1,1,1,10,3,0.3,2,0.2,5,0.5,7,0.7,4,0.4,
HH033,HHQ033,IND0235,HUS115,1,53,0,6,139025,0,0,0,0,0,1,0,1,1,1,0,5,2,0.4,0,0,4,0.8,3,0.6,2,0.4,
HH034,HHQ034,IND0243,#N/A,1,60,0,1,146395,1,0,0,0,0,0,0,1,1,1,1,11,5,0.454545455,1,0.090909091,5,0.454545455,5,0.454545455,5,0.454545455,
HH035,HHQ035,IND0249,#N/A,1,62,0,0,149820,0,0,0,0,0,1,0,1,1,0,0,4,3,0.75,0,0,4,1,4,1,3,0.75,
HH036,HHQ036,IND0260,HUS112,1,46,0,9,381350,0,0,0,0,0,0,0,0,1,1,0,12,3,0.25,0,0,11,0.916666667,5,0.416666667,3,0.25,
HH037,HHQ037,IND0263,HUS413,1,63,0,8,214975,0,0,0,0,0,1,0,0,0,0,0,12,2,0.166666667,0,0,10,0.833333333,3,0.25,3,0.25,
HH038,HHQ038,IND0278,HUS025,1,50,0,2,390275,1,0,0,0,0,1,0,0,1,1,1,10,3,0.3,0,0,9,0.9,3,0.3,6,0.6,
HH039,HHQ039,IND0288,HUS200,1,58,0,0,290975,1,0,0,1,1,0,0,1,1,1,0,16,2,0.125,0,0,11,0.6875,6,0.375,6,0.375,
HH040,HHQ040,IND0300,HUS364,1,34,0,13,149075,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,8,0.8,4,0.4,2,0.2,
HH041,HHQ041,IND0308,HUS032,1,57,0,0,227380,0,0,0,0,0,0,0,0,1,1,1,8,3,0.375,2,0.25,5,0.625,4,0.5,3,0.375,
HH042,HHQ042,IND0320,HUS355,1,53,0,0,272425,0,0,0,0,0,1,0,1,1,1,1,14,6,0.428571429,4,0.285714286,7,0.5,10,0.714285714,7,0.5,
HH043,HHQ043,IND0328,HUS287,1,49,0,3,213920,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,10,0.909090909,2,0.181818182,6,0.545454545,
HH044,HHQ044,IND0335,HUS423,1,34,0,7,180625,1,0,1,0,1,0,0,1,1,0,1,7,3,0.428571429,0,0,3,0.428571429,4,0.571428571,3,0.428571429,
HH045,HHQ045,IND0354,#N/A,1,70,0,0,329020,0,0,0,1,0,0,0,0,1,1,1,16,6,0.375,5,0.3125,8,0.5,11,0.6875,7,0.4375,
HH046,HHQ046,IND0363,#N/A,1,35,0,10,245500,0,0,0,0,0,0,0,0,1,0,0,5,2,0.4,1,0.2,3,0.6,2,0.4,2,0.4,
HH047,HHQ047,IND0369,HUS219,0,50,0,0,218975,0,0,0,1,0,0,0,1,0,1,0,10,4,0.4,2,0.2,6,0.6,4,0.4,4,0.4,
HH048,HHQ048,IND0375,HUS323,1,52,0,5,238075,0,0,0,0,0,0,0,1,1,1,1,14,1,0.071428571,2,0.142857143,9,0.642857143,8,0.571428571,2,0.142857143,
HH049,HHQ049,IND0379,HUS282,1,56,0,0,264850,1,0,1,0,1,0,0,1,1,0,0,17,2,0.117647059,1,0.058823529,11,0.647058824,8,0.470588235,3,0.176470588,
HH050,HHQ050,IND0388,HUS053,1,64,0,0,50385,0,0,1,0,1,1,0,1,1,0,1,14,2,0.142857143,3,0.214285714,8,0.571428571,2,0.142857143,5,0.357142857,
HH051,HHQ051,IND0397,HUS001,1,55,0,0,117784,1,0,0,0,0,0,0,0,0,0,0,11,4,0.363636364,0,0,9,0.818181818,7,0.636363636,4,0.363636364,
HH052,HHQ052,IND0403,HUS235,1,39,0,5,78950,0,0,0,0,0,0,0,1,1,1,1,5,2,0.4,2,0.4,3,0.6,4,0.8,2,0.4,
HH053,HHQ053,IND0411,#N/A,0,63,0,0,47675,0,0,0,0,0,0,0,0,0,0,0,4,1,0.25,0,0,4,1,2,0.5,1,0.25,
HH054,HHQ054,IND0429,HUS317,0,35,0,4,84160,0,0,0,0,1,0,0,1,1,0,1,7,1,0.142857143,0,0,7,1,5,0.714285714,2,0.285714286,
HH055,HHQ055,IND0433,HUS135,0,38,0,0,227750,0,0,0,1,0,0,0,0,1,1,0,7,2,0.285714286,0,0,6,0.857142857,3,0.428571429,2,0.285714286,
HH056,HHQ056,IND0438,HUS055,1,53,0,0,205500,1,0,0,1,1,0,0,0,1,0,0,11,0,0,0,0,8,0.727272727,5,0.454545455,0,0,
HH057,HHQ057,IND0440,HUS452,1,50,0,0,293650,0,0,0,0,1,0,0,0,1,1,0,11,0,0,0,0,9,0.818181818,4,0.363636364,0,0,
HH058,HHQ058,IND0456,#N/A,1,59,0,10,388950,0,0,0,0,0,0,0,1,1,1,1,7,2,0.285714286,2,0.285714286,4,0.571428571,3,0.428571429,3,0.428571429,
HH059,HHQ059,IND0459,HUS485,0,61,0,0,268850,0,0,0,0,0,0,0,0,0,0,1,5,2,0.4,0,0,3,0.6,2,0.4,2,0.4,
HH060,HHQ060,IND0468,#N/A,1,33,0,8,160575,0,0,0,0,0,1,0,0,0,1,1,12,3,0.25,2,0.166666667,5,0.416666667,4,0.333333333,4,0.333333333,
HH061,HHQ061,IND0482,#N/A,1,38,0,8,189750,0,0,0,0,0,0,0,1,1,0,0,6,1,0.166666667,1,0.166666667,4,0.666666667,4,0.666666667,2,0.333333333,
HH062,HHQ062,IND0483,HUS462,1,50,0,7,155375,1,0,0,0,0,1,0,0,1,1,1,7,2,0.285714286,0,0,6,0.857142857,2,0.285714286,4,0.571428571,
HH063,HHQ063,IND0491,HUS164,1,35,0,10,124200,0,0,0,0,0,1,0,1,1,1,1,9,5,0.555555556,0,0,7,0.777777778,5,0.555555556,5,0.555555556,
HH064,HHQ064,IND0492,HUS377,1,41,0,5,190375,1,0,0,0,0,0,0,1,1,0,1,12,1,0.083333333,0,0,8,0.666666667,6,0.5,3,0.25,
HH065,HHQ065,IND0499,HUS296,1,38,0,8,133120,1,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0.2,6,0.6,3,0.3,1,0.1,
HH066,HHQ066,IND0506,#N/A,0,59,0,2,146859,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0.375,5,0.625,0,0,1,0.125,
HH067,HHQ067,IND0517,#N/A,1,35,0,15,448850,0,0,0,0,0,0,0,0,0,0,0,8,3,0.375,1,0.125,7,0.875,4,0.5,4,0.5,
HH068,HHQ068,IND0529,HUS140,1,68,0,0,137525,1,0,0,0,0,0,0,0,0,1,0,8,4,0.5,0,0,5,0.625,5,0.625,5,0.625,
HH069,HHQ069,IND0531,HUS177,1,56,0,0,256585,1,0,0,0,0,0,0,1,1,1,1,13,7,0.538461538,2,0.153846154,7,0.538461538,9,0.692307692,7,0.538461538,
HH070,HHQ070,IND0545,HUS070,1,55,0,5,485015,1,0,0,1,0,0,0,0,0,1,0,9,1,0.111111111,0,0,6,0.666666667,5,0.555555556,1,0.111111111,
HH071,HHQ071,IND0549,#N/A,1,39,0,0,494775,0,0,0,0,0,0,0,0,0,1,1,12,2,0.166666667,1,0.083333333,11,0.916666667,3,0.25,7,0.583333333,
HH072,HHQ072,IND0553,HUS083,1,51,0,5,321100,1,0,1,0,1,1,0,1,1,1,1,15,4,0.266666667,0,0,11,0.733333333,9,0.6,5,0.333333333,
HH073,HHQ073,IND0565,#N/A,1,46,0,12,186450,0,0,0,0,0,1,0,1,1,0,1,8,1,0.125,0,0,5,0.625,2,0.25,1,0.125,
HH074,HHQ074,IND0574,#N/A,1,68,0,0,68880,0,0,0,1,0,0,0,0,0,1,0,8,0,0,1,0.125,5,0.625,5,0.625,0,0,
HH075,HHQ075,IND0579,HUS085,1,46,0,4,259110,1,0,0,0,0,1,0,1,1,1,0,10,1,0.1,0,0,3,0.3,5,0.5,2,0.2,
HH076,HHQ076,IND0589,HUS370,1,59,0,5,400075,1,0,1,0,1,1,0,1,1,1,1,12,1,0.083333333,1,0.083333333,4,0.333333333,1,0.083333333,4,0.333333333,
HH077,HHQ077,IND0592,HUS116,0,51,0,0,311750,1,0,0,0,1,0,0,0,0,0,0,11,0,0,5,0.454545455,6,0.545454545,1,0.090909091,5,0.454545455,
HH078,HHQ078,IND0601,HUS185,1,58,0,4,280395,0,0,0,1,0,1,0,1,0,0,1,11,4,0.363636364,4,0.363636364,5,0.454545455,6,0.545454545,7,0.636363636,
HH079,HHQ079,IND0607,HUS354,1,29,0,5,180795,1,0,1,0,1,0,0,0,1,0,1,9,2,0.222222222,1,0.111111111,5,0.555555556,6,0.666666667,3,0.333333333,
HH080,HHQ080,IND0614,HUS073,1,38,0,5,189630,1,0,0,0,0,0,0,0,1,1,1,8,0,0,0,0,6,0.75,3,0.375,2,0.25,
HH081,HHQ081,IND0619,#N/A,1,45,0,5,452750,0,0,0,0,0,0,0,0,0,1,0,10,3,0.3,1,0.1,8,0.8,5,0.5,5,0.5,
HH082,HHQ082,IND0630,#N/A,1,53,0,0,258375,0,0,0,0,0,1,0,0,1,0,1,10,3,0.3,1,0.1,8,0.8,5,0.5,5,0.5,
HH083,HHQ083,IND0635,#N/A,1,45,0,5,218600,0,0,1,0,0,0,0,0,0,1,0,10,3,0.3,0,0,8,0.8,5,0.5,4,0.4,
HH084,HHQ084,IND0641,HUS333,1,42,0,9,363725,1,0,0,0,0,0,0,0,0,1,1,7,1,0.142857143,0,0,4,0.571428571,1,0.142857143,1,0.142857143,
HH085,HHQ085,IND0649,HUS352,1,47,0,10,655400,0,0,0,0,0,0,0,0,0,0,1,6,0,0,3,0.5,3,0.5,3,0.5,2,0.333333333,
HH086,HHQ086,IND0654,HUS072,1,61,0,0,575725,1,0,1,0,1,0,0,0,0,0,0,6,2,0.333333333,3,0.5,3,0.5,2,0.333333333,2,0.333333333,
HH087,HHQ087,IND0668,HUS191,1,49,0,1,80180,0,0,0,0,0,1,0,0,1,1,0,5,3,0.6,1,0.2,1,0.2,3,0.6,3,0.6,
HH088,HHQ088,IND0673,HUS415,1,36,0,9,221300,1,0,0,0,1,1,0,1,1,1,1,10,4,0.4,1,0.1,8,0.8,6,0.6,4,0.4,
HH089,HHQ089,IND0680,#N/A,1,63,0,5,590225,0,0,0,0,0,0,0,0,0,1,0,9,4,0.444444444,3,0.333333333,6,0.666666667,6,0.666666667,7,0.777777778,
HH090,HHQ090,IND0688,HUS321,1,48,0,6,94205,1,0,0,0,0,0,0,0,1,1,1,9,3,0.333333333,0,0,6,0.666666667,5,0.555555556,3,0.333333333,
HH091,HHQ091,IND0690,HUS365,1,51,0,5,194470,0,0,0,0,0,1,0,1,1,0,0,10,3,0.3,2,0.2,8,0.8,10,1,3,0.3,
HH092,HHQ092,IND0700,HUS060,1,45,0,5,371665,0,0,0,0,0,0,0,1,0,0,0,19,7,0.368421053,4,0.210526316,10,0.526315789,10,0.526315789,8,0.421052632,
HH093,HHQ093,IND0702,HUS241,1,48,0,7,359350,1,0,1,0,0,0,0,0,1,0,1,6,2,0.333333333,0,0,6,1,5,0.833333333,2,0.333333333,
HH094,HHQ094,IND0715,HUS044,1,37,0,7,242225,0,1,0,0,0,0,0,0,1,1,1,15,1,0.066666667,0,0,10,0.666666667,9,0.6,2,0.133333333,
HH095,HHQ095,IND0723,#N/A,1,66,0,5,76425,0,0,1,0,0,1,0,1,0,1,1,10,4,0.4,2,0.2,6,0.6,6,0.6,5,0.5,
HH096,HHQ096,IND0727,HUS150,1,31,0,9,289825,0,0,0,0,0,0,0,0,1,1,0,8,4,0.5,0,0,6,0.75,4,0.5,4,0.5,
HH097,HHQ097,IND0729,HUS402,1,63,0,0,115450,0,0,0,0,1,0,0,0,0,1,1,7,3,0.428571429,1,0.142857143,4,0.571428571,4,0.571428571,3,0.428571429,
HH098,HHQ098,IND0745,HUS276,1,59,0,5,180490,0,0,0,0,0,0,0,0,1,0,1,5,3,0.6,0,0,3,0.6,3,0.6,3,0.6,
HH099,HHQ099,IND0754,HUS359,0,42,0,14,174100,0,0,0,0,0,0,0,0,0,0,1,11,3,0.272727273,0,0,8,0.727272727,5,0.454545455,3,0.272727273,
HH100,HHQ100,IND0757,#N/A,1,70,0,1,150000,0,0,0,0,0,0,0,0,0,0,0,6,1,0.166666667,1,0.166666667,4,0.666666667,3,0.5,2,0.333333333,
HH101,HHQ101,IND0768,HUS384,1,35,0,9,173700,0,0,0,0,0,1,0,0,0,0,0,8,2,0.25,0,0,6,0.75,4,0.5,2,0.25,
HH102,HHQ102,IND0772,HUS030,1,33,0,1,57780,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0.714285714,1,0.142857143,0,0,
HH103,HHQ103,IND0785,HUS218,1,56,0,3,267640,1,0,0,0,0,1,0,0,1,1,0,10,4,0.4,5,0.5,4,0.4,6,0.6,5,0.5,
HH104,HHQ104,IND0790,HUS381,1,41,0,8,291750,0,0,0,0,1,0,0,1,1,1,1,10,1,0.1,5,0.5,4,0.4,7,0.7,3,0.3,
HH105,HHQ105,IND0793,#N/A,1,30,0,8,100980,1,0,0,0,0,0,0,0,1,0,1,12,2,0.166666667,1,0.083333333,9,0.75,8,0.666666667,3,0.25,
HH106,HHQ106,IND0801,HUS232,1,34,0,9,327365,0,0,0,0,0,0,0,0,0,0,1,6,2,0.333333333,2,0.333333333,4,0.666666667,4,0.666666667,3,0.5,
HH107,HHQ107,IND0810,#N/A,1,72,0,0,308100,0,0,0,0,0,0,0,1,1,0,1,11,1,0.090909091,2,0.181818182,7,0.636363636,1,0.090909091,3,0.272727273,
HH108,HHQ108,IND0818,#N/A,1,44,0,6,240975,0,0,0,0,0,0,0,0,0,0,0,16,10,0.625,1,0.0625,12,0.75,10,0.625,10,0.625,
HH109,HHQ109,IND0826,HUS015,0,60,0,0,208895,0,0,0,0,0,0,0,0,0,0,0,9,1,0.111111111,0,0,8,0.888888889,3,0.333333333,2,0.222222222,
HH110,HHQ110,IND0836,#N/A,1,41,0,10,135895,0,0,0,0,1,0,0,0,1,1,1,9,2,0.222222222,0,0,7,0.777777778,5,0.555555556,5,0.555555556,
HH111,HHQ111,IND0837,#N/A,1,52,0,0,106430,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0.333333333,4,0.444444444,4,0.444444444,0,0,
HH112,HHQ112,IND0841,HUS279,1,69,0,1,142030,1,1,1,0,0,1,1,0,1,0,1,10,4,0.4,2,0.2,7,0.7,5,0.5,4,0.4,
HH113,HHQ113,IND0851,#N/A,1,43,0,7,288855,0,0,0,0,0,1,0,1,1,0,1,10,1,0.1,2,0.2,7,0.7,2,0.2,2,0.2,
HH114,HHQ114,IND0857,#N/A,1,62,0,0,195860,0,0,0,0,0,0,0,0,0,1,0,11,5,0.454545455,2,0.181818182,6,0.545454545,6,0.545454545,5,0.454545455,
HH115,HHQ115,IND0870,HUS283,1,57,0,2,155135,0,0,1,0,0,0,0,1,1,0,0,8,0,0,2,0.25,3,0.375,6,0.75,0,0,
HH116,HHQ116,IND0879,#N/A,0,66,0,0,133530,1,0,0,0,0,0,0,1,1,1,0,10,1,0.1,0,0,7,0.7,2,0.2,1,0.1,
HH117,HHQ117,IND0885,#N/A,1,66,0,2,260800,1,0,1,0,0,0,0,1,1,1,1,10,4,0.4,1,0.1,7,0.7,4,0.4,6,0.6,
HH118,HHQ118,IND0896,#N/A,1,71,0,0,295605,1,0,0,0,0,0,0,0,0,0,1,10,2,0.2,0,0,7,0.7,4,0.4,3,0.3,
HH119,HHQ119,IND0908,HUS443,1,71,0,3,141200,0,0,1,0,0,0,0,0,1,1,1,13,3,0.230769231,2,0.153846154,9,0.692307692,6,0.461538462,4,0.307692308,
HH120,HHQ120,IND0922,HUS167,1,32,0,0,1075475,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,1,1,0.111111111,2,0.222222222,
HH121,HHQ121,IND0934,HUS348,1,32,0,10,518125,0,0,0,0,0,1,0,0,0,1,1,10,4,0.4,0,0,7,0.7,5,0.5,6,0.6,
HH122,HHQ122,IND0937,HUS107,0,33,0,7,202925,0,0,0,1,0,0,0,0,1,0,1,9,3,0.333333333,0,0,8,0.888888889,7,0.777777778,3,0.333333333,
HH123,HHQ123,IND0945,HUS337,1,51,0,0,505425,1,0,1,0,1,0,0,1,1,1,1,12,6,0.5,2,0.166666667,8,0.666666667,9,0.75,7,0.583333333,
HH124,HHQ124,IND0949,HUS425,1,56,0,7,305500,0,0,0,0,0,1,0,1,1,1,0,21,2,0.095238095,8,0.380952381,8,0.380952381,8,0.380952381,3,0.142857143,
HH125,HHQ125,IND0959,HUS018,1,62,0,4,397225,1,0,0,0,0,0,0,0,1,1,0,11,2,0.181818182,0,0,7,0.636363636,2,0.181818182,4,0.363636364,
HH126,HHQ126,IND0971,HUS389,1,50,0,5,432125,0,0,0,0,0,0,0,0,0,1,1,6,1,0.166666667,3,0.5,3,0.5,4,0.666666667,3,0.5,
HH127,HHQ127,IND0975,HUS144,1,48,0,12,410105,0,0,1,0,0,0,0,0,0,0,1,10,0,0,3,0.3,4,0.4,0,0,2,0.2,
HH128,HHQ128,IND0978,HUS024,1,55,0,2,268050,0,0,0,0,0,0,0,1,1,1,1,15,3,0.2,4,0.266666667,8,0.533333333,7,0.466666667,8,0.533333333,
HH129,HHQ129,IND0999,#N/A,1,63,0,8,739130,1,0,0,1,0,1,0,0,1,0,1,18,3,0.166666667,5,0.277777778,7,0.388888889,9,0.5,5,0.277777778,
HH130,HHQ130,IND1001,HUS387,1,57,0,9,281950,1,0,0,0,0,0,0,1,1,1,0,9,2,0.222222222,0,0,7,0.777777778,4,0.444444444,2,0.222222222,
HH131,HHQ131,IND1016,HUS350,1,58,0,1,126965,0,0,0,0,0,0,0,0,1,1,1,8,3,0.375,2,0.25,3,0.375,3,0.375,3,0.375,
HH132,HHQ132,IND1026,HUS400,1,66,0,0,152875,0,0,0,0,0,0,0,0,1,0,1,11,1,0.090909091,0,0,8,0.727272727,5,0.454545455,2,0.181818182,
HH133,HHQ133,IND1030,HUS431,1,62,0,0,191340,0,0,0,0,0,0,0,0,0,0,1,5,2,0.4,0,0,4,0.8,3,0.6,2,0.4,
HH134,HHQ134,IND1045,#N/A,1,64,0,2,291900,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,7,0.777777778,2,0.222222222,0,0,
HH135,HHQ135,IND1052,#N/A,1,35,0,5,147545,0,0,0,0,0,1,1,0,1,0,0,19,2,0.105263158,0,0,12,0.631578947,9,0.473684211,4,0.210526316,
HH136,HHQ136,IND1055,HUS145,1,32,0,9,63990,0,0,0,0,0,0,0,0,0,1,1,12,2,0.166666667,0,0,10,0.833333333,4,0.333333333,5,0.416666667,
HH137,HHQ137,IND1061,#N/A,1,57,0,2,185700,0,0,0,0,1,0,0,1,0,0,0,9,1,0.111111111,0,0,7,0.777777778,4,0.444444444,2,0.222222222,
HH138,HHQ138,IND1078,HUS194,1,58,0,4,278065,0,0,0,0,0,0,0,1,1,1,0,15,5,0.333333333,2,0.133333333,11,0.733333333,7,0.466666667,7,0.466666667,
HH139,HHQ139,IND1091,#N/A,1,73,0,3,272145,1,0,0,0,0,0,0,0,0,1,1,5,0,0,2,0.4,3,0.6,4,0.8,0,0,
HH140,HHQ140,IND1100,#N/A,1,57,0,0,143125,0,0,0,1,0,0,0,1,1,0,0,9,4,0.444444444,0,0,9,1,5,0.555555556,4,0.444444444,
HH141,HHQ141,IND1101,#N/A,1,36,0,6,135114,0,0,0,0,1,1,0,1,1,1,0,15,4,0.266666667,1,0.066666667,10,0.666666667,7,0.466666667,9,0.6,
HH142,HHQ142,IND1110,HUS360,1,61,0,0,147975,1,0,1,0,1,1,1,0,1,1,0,10,0,0,1,0.1,7,0.7,6,0.6,0,0,
HH143,HHQ143,IND1117,#N/A,1,73,0,4,430175,1,0,0,0,0,0,0,0,0,1,0,17,6,0.352941176,2,0.117647059,12,0.705882353,10,0.588235294,9,0.529411765,
HH144,HHQ144,IND1130,HUS471,1,60,0,5,258500,0,0,0,0,0,0,0,0,0,0,0,11,2,0.181818182,1,0.090909091,9,0.818181818,5,0.454545455,3,0.272727273,
HH145,HHQ145,IND1139,HUS059,1,50,0,0,155325,0,0,1,0,1,1,0,0,1,1,1,11,3,0.272727273,1,0.090909091,8,0.727272727,6,0.545454545,4,0.363636364,
HH146,HHQ146,IND1153,#N/A,1,60,0,4,491000,0,0,0,0,0,1,0,0,0,0,0,9,1,0.111111111,0,0,6,0.666666667,3,0.333333333,2,0.222222222,
HH147,HHQ147,IND1160,HUS435,1,67,0,3,207750,0,0,0,0,0,1,0,0,1,1,1,13,6,0.461538462,2,0.153846154,7,0.538461538,7,0.538461538,8,0.615384615,
HH148,HHQ148,IND1161,#N/A,1,63,0,0,135170,0,0,0,0,0,0,0,0,0,0,0,5,2,0.4,0,0,4,0.8,2,0.4,2,0.4,
HH149,HHQ149,IND1181,HUS320,0,53,0,5,281950,0,0,0,0,0,0,0,0,0,0,0,8,1,0.125,0,0,5,0.625,5,0.625,1,0.125,
HH150,HHQ150,IND1186,HUS233,1,37,0,6,215500,1,0,0,0,0,0,0,0,1,1,0,11,3,0.272727273,0,0,8,0.727272727,5,0.454545455,4,0.363636364,
HH151,HHQ151,IND1195,#N/A,1,68,0,0,88860,0,0,0,0,0,0,0,0,0,1,1,7,1,0.142857143,0,0,5,0.714285714,5,0.714285714,1,0.142857143,
HH152,HHQ152,IND1199,#N/A,1,62,0,0,102120,1,0,1,0,1,0,0,1,1,1,1,14,2,0.142857143,4,0.285714286,6,0.428571429,7,0.5,3,0.214285714,
HH153,HHQ153,IND1208,HUS190,1,58,0,0,237250,0,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0.285714286,3,0.428571429,4,0.571428571,0,0,
HH154,HHQ154,IND1218,#N/A,1,31,0,9,458425,0,0,0,1,0,0,0,0,1,1,1,8,3,0.375,2,0.25,5,0.625,4,0.5,5,0.625,
